price_per_sqm,down_payment_pct,subcity,district,sqm,lon,lat,amenities_within_0.5km,amenities_within_1.0km,amenities_within_2.0km,amenities_within_3.0km,amenities_within_4.0km,amenities_within_5.0km,roads_within_0.5km,roads_within_1.0km,roads_within_2.0km,roads_within_3.0km,roads_within_4.0km,roads_within_5.0km
45600.0,75.0,Akaki Kality,4.0,406.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
35800.0,100.0,Akaki Kality,4.0,406.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
11200.0,100.0,Akaki Kality,4.0,406.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
40100.0,40.0,Akaki Kality,4.0,523.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
18150.0,100.0,Akaki Kality,4.0,523.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
16561.0,60.0,Akaki Kality,4.0,523.0,38.76162967755072,8.878099647196903,4,13,33,69,82,100,53.0,207.0,678.0,1438.0,2262.0,3466.0
49500.0,100.0,Akaki Kality,1.0,194.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
46392.0,100.0,Akaki Kality,1.0,194.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
75000.0,41.0,Akaki Kality,1.0,194.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
42151.0,100.0,Akaki Kality,1.0,233.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
20150.0,100.0,Akaki Kality,1.0,233.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
20850.0,81.0,Akaki Kality,1.0,233.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
51777.0,41.0,Akaki Kality,1.0,231.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
39000.0,75.0,Akaki Kality,1.0,231.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
29000.0,100.0,Akaki Kality,1.0,231.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
28570.0,100.0,Akaki Kality,1.0,229.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
32164.0,51.0,Akaki Kality,1.0,229.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
26900.0,60.0,Akaki Kality,1.0,229.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
37001.0,100.0,Akaki Kality,1.0,282.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
51100.0,40.0,Akaki Kality,1.0,282.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
29000.0,100.0,Akaki Kality,1.0,282.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
50550.0,70.0,Akaki Kality,1.0,282.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
34230.0,100.0,Akaki Kality,1.0,282.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
44680.85,65.08,Akaki Kality,1.0,282.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
61490.0,60.0,Akaki Kality,1.0,235.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
40500.0,100.0,Akaki Kality,1.0,235.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
36421.2,100.0,Akaki Kality,1.0,235.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
38500.0,75.0,Akaki Kality,1.0,235.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
21800.0,100.0,Akaki Kality,1.0,235.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
25744.4,83.0,Akaki Kality,1.0,235.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
45700.0,40.0,Akaki Kality,1.0,235.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
27005.0,100.0,Akaki Kality,1.0,235.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
22100.0,100.0,Akaki Kality,1.0,235.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
51000.0,50.0,Akaki Kality,1.0,244.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
23800.0,100.0,Akaki Kality,1.0,244.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
23000.0,100.0,Akaki Kality,1.0,244.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
61990.0,40.0,Akaki Kality,1.0,245.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
32333.0,100.0,Akaki Kality,1.0,245.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
22200.0,100.0,Akaki Kality,1.0,245.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
64400.0,89.0,Akaki Kality,1.0,500.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
56099.0,100.0,Akaki Kality,1.0,500.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
43000.0,100.0,Akaki Kality,1.0,500.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
60400.0,95.0,Akaki Kality,1.0,500.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
56400.0,66.0,Akaki Kality,1.0,500.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
42000.0,100.0,Akaki Kality,1.0,500.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
53963.0,100.0,Akaki Kality,1.0,500.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
56300.0,93.07,Akaki Kality,1.0,500.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
56200.0,63.0,Akaki Kality,1.0,500.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
51999.0,100.0,Akaki Kality,1.0,500.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
56300.0,64.0,Akaki Kality,1.0,500.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
33689.0,100.0,Akaki Kality,1.0,500.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
43680.0,100.0,Akaki Kality,1.0,245.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
43265.3,77.36,Akaki Kality,1.0,245.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
45099.0,43.0,Akaki Kality,1.0,245.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
31199.5,100.0,Akaki Kality,1.0,246.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
27350.0,100.0,Akaki Kality,1.0,246.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
41275.9,46.0,Akaki Kality,1.0,246.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
27512.0,40.0,Akaki Kality,1.0,247.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
12999.9,70.0,Akaki Kality,1.0,247.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
6005.0,40.0,Akaki Kality,1.0,247.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
25505.0,100.0,Akaki Kality,1.0,247.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
22600.0,100.0,Akaki Kality,1.0,247.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
22500.0,70.0,Akaki Kality,1.0,247.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
87000.0,40.0,Akaki Kality,1.0,248.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
38450.0,100.0,Akaki Kality,1.0,248.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
25505.0,100.0,Akaki Kality,1.0,248.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
70000.0,42.0,Akaki Kality,1.0,250.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
40125.0,100.0,Akaki Kality,1.0,250.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
40100.0,100.0,Akaki Kality,1.0,250.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
55820.28,60.0,Akaki Kality,1.0,500.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
30200.0,100.0,Akaki Kality,1.0,500.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
28111.0,100.0,Akaki Kality,1.0,500.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
52200.0,78.16,Akaki Kality,1.0,500.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
62100.0,40.0,Akaki Kality,1.0,500.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
55930.2,50.0,Akaki Kality,1.0,500.0,38.79769047574577,8.871845782757074,0,8,37,73,108,121,181.0,567.0,1559.0,2513.0,3366.0,4271.0
311000.0,100.0,Arada,1.0,977.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
350000.0,50.0,Arada,1.0,977.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
125150.0,100.0,Arada,1.0,977.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
153847.0,100.0,Arada,1.0,650.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
212000.0,40.0,Arada,1.0,650.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
112000.0,100.0,Arada,1.0,650.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
240000.0,50.0,Arada,1.0,789.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
253500.0,40.0,Arada,1.0,789.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
141200.0,100.0,Arada,1.0,789.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
298511.0,51.0,Arada,1.0,723.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
138330.0,100.0,Arada,1.0,723.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
195024.0,40.0,Arada,1.0,723.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
128000.0,50.0,Arada,5.0,2179.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
100500.0,50.0,Arada,5.0,2179.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
80000.0,60.0,Arada,5.0,2179.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
70900.0,100.0,Arada,5.0,2064.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
47500.0,40.0,Arada,5.0,2064.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
43500.0,40.0,Arada,5.0,2064.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
89963.0,100.0,Arada,5.0,1819.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
43900.0,80.0,Arada,5.0,1819.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
52022.0,42.0,Arada,5.0,1819.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
125500.0,50.0,Arada,5.0,1994.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
83000.0,100.0,Arada,5.0,1994.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
80000.0,100.0,Arada,5.0,1994.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
119000.0,40.0,Arada,5.0,1293.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
52020.0,55.0,Arada,5.0,1293.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
6003.12,40.0,Arada,5.0,1293.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
127777.0,40.0,Arada,5.0,1273.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
50100.0,100.0,Arada,5.0,1273.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
40500.0,100.0,Arada,5.0,1273.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
125927.13,50.0,Arada,5.0,729.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
62010.0,100.0,Arada,5.0,729.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
102656.0,40.0,Arada,5.0,729.0,38.74936281529376,9.039900449103891,27,130,373,689,1098,1456,204.0,660.0,2265.0,5062.0,8113.0,10783.0
121513.0,100.0,Arada,1.0,907.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
113456.23,100.0,Arada,1.0,907.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
131000.0,50.0,Arada,1.0,907.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
213000.0,40.0,Arada,1.0,1400.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
91200.0,100.0,Arada,1.0,1400.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
57200.0,100.0,Arada,1.0,1400.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
264000.0,40.0,Arada,1.0,1384.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
116000.0,100.0,Arada,1.0,1384.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
86800.0,100.0,Arada,1.0,1384.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
266000.0,40.0,Arada,1.0,951.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
91600.0,100.0,Arada,1.0,951.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
87791.69,100.0,Arada,1.0,951.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
263000.0,40.0,Arada,1.0,942.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
131515.0,100.0,Arada,1.0,942.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
123422.59,100.0,Arada,1.0,942.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
330000.0,40.0,Arada,1.0,1891.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
325500.0,40.0,Arada,1.0,1891.0,38.75123305118187,9.027612709698548,50,158,556,885,1408,1784,136.0,574.0,2187.0,4751.0,8381.0,12177.0
